generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:22:41.949000Z,6,200,10,10,6,0,10.0,0.8250693653472321,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8456161566460204,0.305,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen1,0,100.0,0.05
2,2026-06-30T15:22:41.999000Z,3,200,10,10,6,0,10.0,0.9355943112379129,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7152964603748492,0.31,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen2,0,100.0,0.05
3,2026-06-30T15:22:42.012000Z,5,200,10,10,6,0,10.0,0.8672797454610024,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8707610793521356,0.315,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen3,0,100.0,0.05
4,2026-06-30T15:22:42.072000Z,6,200,10,10,6,0,10.0,0.848180924276715,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7141977670749858,0.32,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen4,0,100.0,0.05
5,2026-06-30T15:22:42.123000Z,16,200,10,10,6,0,10.0,0.8001540152256039,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7323732626707189,0.325,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen5,0,100.0,0.05
6,2026-06-30T15:22:42.146000Z,11,200,10,10,6,0,10.0,0.9133431911368289,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7753710216198573,0.33,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen6,0,100.0,0.05
7,2026-06-30T15:22:42.177000Z,6,200,10,10,6,0,10.0,0.8377480325606271,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.85224671135077,0.335,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen7,0,100.0,0.05
8,2026-06-30T15:22:42.209000Z,5,200,10,10,6,0,10.0,0.8909387841480797,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8009350144135777,0.34,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen8,0,100.0,0.05
9,2026-06-30T15:22:42.235000Z,6,200,10,10,6,0,10.0,0.8660941748355727,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7135480865976558,0.345,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen9,0,100.0,0.05
10,2026-06-30T15:22:42.271000Z,14,200,10,10,6,0,10.0,0.8698146805385876,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8483537825648966,0.35,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen10,0,100.0,0.05
11,2026-06-30T15:22:42.294000Z,17,200,10,10,6,0,10.0,0.8694309969422295,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8214466074414781,0.355,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen11,0,100.0,0.05
12,2026-06-30T15:22:42.315000Z,7,200,10,10,6,0,10.0,0.8295699230475928,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8068862099813838,0.36,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen12,0,100.0,0.05
13,2026-06-30T15:22:42.341000Z,4,200,10,10,6,0,10.0,0.8660019262607165,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8756111193974802,0.365,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen13,0,100.0,0.05
14,2026-06-30T15:22:42.359000Z,3,200,10,10,6,0,10.0,0.8696133642027786,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7733631327407848,0.37,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen14,0,100.0,0.05
15,2026-06-30T15:22:42.396000Z,3,200,10,10,6,0,10.0,0.9033637483132494,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7024747355067966,0.375,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen15,0,100.0,0.05
16,2026-06-30T15:22:42.440000Z,4,200,10,10,6,0,10.0,0.893802374353398,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8231583190518308,0.38,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen16,0,100.0,0.05
17,2026-06-30T15:22:42.464000Z,3,200,10,10,6,0,10.0,0.8153967626307369,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.751183130566777,0.385,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen17,0,100.0,0.05
18,2026-06-30T15:22:42.492000Z,10,200,10,10,6,0,10.0,0.8640692283181001,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8063004862889463,0.39,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen18,0,100.0,0.05
19,2026-06-30T15:22:42.514000Z,2,200,10,10,6,0,10.0,0.9298032531602078,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7112933941614419,0.395,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen19,0,100.0,0.05
20,2026-06-30T15:22:42.574000Z,3,200,10,10,6,0,10.0,0.9039059239988241,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8035201228295314,0.4,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen20,0,100.0,0.05
