generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:22:28.903000Z,8,200,10,10,6,0,10.0,0.8805536469459128,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8624257510766768,0.305,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen1,0,100.0,0.05
2,2026-06-30T15:22:28.931000Z,18,200,10,10,6,0,10.0,0.9326014648508165,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7924806146432084,0.31,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen2,0,100.0,0.05
3,2026-06-30T15:22:28.970000Z,23,200,10,10,6,0,10.0,0.8680844181380476,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.836800949009967,0.315,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen3,0,100.0,0.05
4,2026-06-30T15:22:28.996000Z,15,200,10,10,6,0,10.0,0.9371186457446536,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8630181506722505,0.32,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen4,0,100.0,0.05
5,2026-06-30T15:22:29.062000Z,14,200,10,10,6,0,10.0,0.9015558052222917,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8996714889525869,0.325,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen5,0,100.0,0.05
6,2026-06-30T15:22:29.107000Z,13,200,10,10,6,0,10.0,0.9066148317368264,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7075281008003483,0.33,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen6,0,100.0,0.05
7,2026-06-30T15:22:29.162000Z,16,200,10,10,6,0,10.0,0.9050015271787963,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8998573245605359,0.335,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen7,0,100.0,0.05
8,2026-06-30T15:22:29.244000Z,37,200,10,10,6,0,10.0,0.8623886598468731,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7640108725368088,0.34,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen8,0,100.0,0.05
9,2026-06-30T15:22:29.274000Z,12,200,10,10,6,0,10.0,0.8280938834782001,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8067345465500777,0.345,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen9,0,100.0,0.05
10,2026-06-30T15:22:29.329000Z,3,200,10,10,6,0,10.0,0.8000787460057642,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.80457386360214,0.35,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen10,0,100.0,0.05
11,2026-06-30T15:22:29.423000Z,48,200,10,10,6,0,10.0,0.9120428095803166,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7473166566396594,0.355,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen11,0,100.0,0.05
12,2026-06-30T15:22:29.494000Z,33,200,10,10,6,0,10.0,0.8753473229451949,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8818165822530706,0.36,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen12,0,100.0,0.05
13,2026-06-30T15:22:29.574000Z,45,200,10,10,6,0,10.0,0.8003242890810155,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7840588798244961,0.365,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen13,0,100.0,0.05
14,2026-06-30T15:22:29.657000Z,10,200,10,10,6,0,10.0,0.8751022148365573,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.737265737306249,0.37,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen14,0,100.0,0.05
15,2026-06-30T15:22:29.702000Z,7,200,10,10,6,0,10.0,0.9134743849484296,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8093450702325236,0.375,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen15,0,100.0,0.05
