generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:20:21.143000Z,10,200,10,10,6,0,10.0,0.8841244223250221,20,0,20,0.0,0.0081,0.992,1.0,0.0,1.3e3,1.0,0.8015193098637037,0.305,%{cpu_percent: 45.0; memory_mb: 512},998000,2000,3,8,20,civ_adapt_gen1,0,100.0,0.05
2,2026-06-30T15:20:21.158000Z,9,200,10,10,6,0,10.0,0.807409815562293,20,0,20,0.0,0.008,0.992,1.0,0.0,1.3e3,1.0,0.7278253593010431,0.31,%{cpu_percent: 45.0; memory_mb: 512},996000,2000,3,4,20,civ_adapt_gen2,0,100.0,0.05
3,2026-06-30T15:20:21.183000Z,14,200,10,10,6,0,10.0,0.8789715890734431,20,0,20,0.0,0.0086,0.991,1.0,0.0,1.3e3,1.0,0.7474593485465983,0.315,%{cpu_percent: 45.0; memory_mb: 512},994000,2000,3,7,20,civ_adapt_gen3,0,100.0,0.05
4,2026-06-30T15:20:21.194000Z,6,200,10,10,6,0,10.0,0.8579876996709175,20,0,20,0.0,0.0077,0.992,1.0,0.0,1.3e3,1.0,0.7673380106731443,0.32,%{cpu_percent: 45.0; memory_mb: 512},992000,2000,3,8,20,civ_adapt_gen4,0,100.0,0.05
5,2026-06-30T15:20:21.217000Z,4,200,10,10,6,0,10.0,0.9134324026034165,20,0,20,0.0,0.0076,0.992,1.0,0.0,1.3e3,1.0,0.8247641210358533,0.325,%{cpu_percent: 45.0; memory_mb: 512},990000,2000,3,3,20,civ_adapt_gen5,0,100.0,0.05
6,2026-06-30T15:20:21.235000Z,4,200,10,10,6,0,10.0,0.8816947218297898,20,0,20,0.0,0.0083,0.992,1.0,0.0,1.3e3,1.0,0.831375892902873,0.33,%{cpu_percent: 45.0; memory_mb: 512},988000,2000,3,7,20,civ_adapt_gen6,0,100.0,0.05
7,2026-06-30T15:20:21.247000Z,5,200,10,10,6,0,10.0,0.8550198695951128,20,0,20,0.0,0.0076,0.992,1.0,0.0,1.3e3,1.0,0.725866694748376,0.335,%{cpu_percent: 45.0; memory_mb: 512},986000,2000,3,4,20,civ_adapt_gen7,0,100.0,0.05
8,2026-06-30T15:20:21.276000Z,10,200,10,10,6,0,10.0,0.8008359802233671,20,0,20,0.0,0.0089,0.991,1.0,0.0,1.3e3,1.0,0.7501035142193822,0.34,%{cpu_percent: 45.0; memory_mb: 512},984000,2000,3,8,20,civ_adapt_gen8,0,100.0,0.05
9,2026-06-30T15:20:21.286000Z,5,200,10,10,6,0,10.0,0.8550266829296636,20,0,20,0.0,0.0084,0.992,1.0,0.0,1.3e3,1.0,0.8931415468179233,0.345,%{cpu_percent: 45.0; memory_mb: 512},982000,2000,3,8,20,civ_adapt_gen9,0,100.0,0.05
10,2026-06-30T15:20:21.314000Z,17,200,10,10,6,0,10.0,0.9219885716483971,20,0,20,0.0,0.0066,0.993,1.0,0.0,1.3e3,1.0,0.7900237268142678,0.35,%{cpu_percent: 45.0; memory_mb: 512},980000,2000,3,5,20,civ_adapt_gen10,0,100.0,0.05
