generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:20:01.654000Z,4,200,10,10,6,0,10.0,0.8929864259380499,20,0,20,0.0,0.0074,0.993,1.0,0.0,1.3e3,1.0,0.7225561728940267,0.305,%{cpu_percent: 45.0; memory_mb: 512},998000,2000,3,7,20,civ_adapt_gen1,0,100.0,0.05
2,2026-06-30T15:20:01.681000Z,6,200,10,10,6,0,10.0,0.8665919116242683,20,0,20,0.0,0.0071,0.993,1.0,0.0,1.3e3,1.0,0.7667747570794008,0.31,%{cpu_percent: 45.0; memory_mb: 512},996000,2000,3,7,20,civ_adapt_gen2,0,100.0,0.05
3,2026-06-30T15:20:01.699000Z,13,200,10,10,6,0,10.0,0.8795335826256863,20,0,20,0.0,0.0079,0.992,1.0,0.0,1.3e3,1.0,0.7970278394464988,0.315,%{cpu_percent: 45.0; memory_mb: 512},994000,2000,3,5,20,civ_adapt_gen3,0,100.0,0.05
4,2026-06-30T15:20:01.729000Z,7,200,10,10,6,0,10.0,0.9330682830866792,20,0,20,0.0,0.0073,0.993,1.0,0.0,1.3e3,1.0,0.8078345133843648,0.32,%{cpu_percent: 45.0; memory_mb: 512},992000,2000,3,5,20,civ_adapt_gen4,0,100.0,0.05
5,2026-06-30T15:20:01.738000Z,4,200,10,10,6,0,10.0,0.8485331397378766,20,0,20,0.0,0.008,0.992,1.0,0.0,1.3e3,1.0,0.7804665797984875,0.325,%{cpu_percent: 45.0; memory_mb: 512},990000,2000,3,6,20,civ_adapt_gen5,0,100.0,0.05
6,2026-06-30T15:20:01.764000Z,6,200,10,10,6,0,10.0,0.8624237816528243,20,0,20,0.0,0.0077,0.992,1.0,0.0,1.3e3,1.0,0.8942052861230522,0.33,%{cpu_percent: 45.0; memory_mb: 512},988000,2000,3,8,20,civ_adapt_gen6,0,100.0,0.05
7,2026-06-30T15:20:01.772000Z,5,200,10,10,6,0,10.0,0.8723524445262681,20,0,20,0.0,0.0089,0.991,1.0,0.0,1.3e3,1.0,0.7381196887239919,0.335,%{cpu_percent: 45.0; memory_mb: 512},986000,2000,3,5,20,civ_adapt_gen7,0,100.0,0.05
8,2026-06-30T15:20:01.796000Z,13,200,10,10,6,0,10.0,0.8756218506120509,20,0,20,0.0,0.0062,0.994,1.0,0.0,1.3e3,1.0,0.8089447938292812,0.34,%{cpu_percent: 45.0; memory_mb: 512},984000,2000,3,7,20,civ_adapt_gen8,0,100.0,0.05
9,2026-06-30T15:20:01.808000Z,5,200,10,10,6,0,10.0,0.9140259523806364,20,0,20,0.0,0.0088,0.991,1.0,0.0,1.3e3,1.0,0.732695092057037,0.345,%{cpu_percent: 45.0; memory_mb: 512},982000,2000,3,7,20,civ_adapt_gen9,0,100.0,0.05
10,2026-06-30T15:20:01.832000Z,12,200,10,10,6,0,10.0,0.814578359194494,20,0,20,0.0,0.0075,0.993,1.0,0.0,1.3e3,1.0,0.7127602670061441,0.35,%{cpu_percent: 45.0; memory_mb: 512},980000,2000,3,8,20,civ_adapt_gen10,0,100.0,0.05
11,2026-06-30T15:20:01.849000Z,4,200,10,10,6,0,10.0,0.8070150612459769,20,2,18,0.1,0.0085,0.992,1.0,0.9,1.7e3,1.0,0.8997896622685537,0.355,%{cpu_percent: 45.0; memory_mb: 512},977000,3000,3,6,20,civ_adapt_gen11,0,100.0,0.05
12,2026-06-30T15:20:01.863000Z,8,200,10,10,6,0,10.0,0.807716860215138,20,6,14,0.3,0.0064,0.994,1.0,7.9,2.5e3,1.0,0.8482902561470118,0.36,%{cpu_percent: 45.0; memory_mb: 512},972000,5000,3,3,20,civ_adapt_gen12,0,100.0,0.05
13,2026-06-30T15:20:01.877000Z,6,200,10,10,6,0,10.0,0.8392618284452584,20,4,16,0.2,0.0076,0.992,1.0,3.36,2.1e3,1.0,0.7686829674507277,0.365,%{cpu_percent: 45.0; memory_mb: 512},968000,4000,3,8,20,civ_adapt_gen13,0,100.0,0.05
14,2026-06-30T15:20:01.891000Z,5,200,10,10,6,0,10.0,0.8765088252713594,20,4,16,0.2,0.0063,0.994,1.0,3.51,2.1e3,1.0,0.8449281623964623,0.37,%{cpu_percent: 45.0; memory_mb: 512},964000,4000,3,3,20,civ_adapt_gen14,0,100.0,0.05
15,2026-06-30T15:20:01.915000Z,5,200,10,10,6,0,10.0,0.8112630414595795,20,10,10,0.5,0.0064,0.994,1.0,20.71,3.3e3,1.0,0.7437383447571906,0.375,%{cpu_percent: 45.0; memory_mb: 512},957000,7000,3,5,20,civ_adapt_gen15,0,100.0,0.05
16,2026-06-30T15:20:01.934000Z,3,200,10,10,6,0,10.0,0.8351578497480623,20,13,7,0.65,0.0073,0.993,1.0,35.7,3.9e3,1.0,0.7790076412711113,0.38,%{cpu_percent: 45.0; memory_mb: 512},948500,8500,3,6,20,civ_adapt_gen16,0,100.0,0.05
17,2026-06-30T15:20:01.950000Z,5,200,10,10,6,0,10.0,0.8373333837747028,20,15,5,0.75,0.0076,0.992,1.0,49.68,4.3e3,1.0,0.8595220920302371,0.385,%{cpu_percent: 45.0; memory_mb: 512},939000,9500,3,8,20,civ_adapt_gen17,0,100.0,0.05
18,2026-06-30T15:20:01.971000Z,4,200,10,10,6,0,10.0,0.8017001769334522,20,18,2,0.9,0.0098,0.99,1.0,69.78,4.9e3,1.0,0.813662355609184,0.39,%{cpu_percent: 45.0; memory_mb: 512},928000,11000,3,8,20,civ_adapt_gen18,0,100.0,0.05
19,2026-06-30T15:20:01.983000Z,4,200,10,10,6,0,10.0,0.836176998086909,20,17,3,0.85,0.0069,0.993,1.0,64.31,4.7e3,1.0,0.8738036593673956,0.395,%{cpu_percent: 45.0; memory_mb: 512},917500,10500,3,7,20,civ_adapt_gen19,0,100.0,0.05
20,2026-06-30T15:20:02.001000Z,11,200,10,10,6,0,10.0,0.8855417971759393,20,20,0,1.0,0.0074,0.993,1.0,87.88,5.3e3,1.0,0.8501439286347529,0.4,%{cpu_percent: 45.0; memory_mb: 512},905500,12000,3,5,20,civ_adapt_gen20,0,100.0,0.05
21,2026-06-30T15:20:02.015000Z,5,200,10,10,6,0,10.0,0.8171025486041463,20,20,0,1.0,0.0074,0.993,1.0,89.79,5.3e3,1.0,0.8902554081085583,0.405,%{cpu_percent: 45.0; memory_mb: 512},893500,12000,3,5,20,civ_adapt_gen21,0,100.0,0.05
22,2026-06-30T15:20:02.040000Z,6,200,10,10,6,0,10.0,0.8853403843362613,20,20,0,1.0,0.0075,0.993,1.0,85.17,5.3e3,1.0,0.7929902046095929,0.41,%{cpu_percent: 45.0; memory_mb: 512},881500,12000,3,6,20,civ_adapt_gen22,0,100.0,0.05
23,2026-06-30T15:20:02.053000Z,7,200,10,10,6,0,10.0,0.8744918048505141,20,20,0,1.0,0.008,0.992,1.0,81.61,5.3e3,1.0,0.7181358622993754,0.415,%{cpu_percent: 45.0; memory_mb: 512},869500,12000,3,4,20,civ_adapt_gen23,0,100.0,0.05
24,2026-06-30T15:20:02.072000Z,7,200,10,10,6,0,10.0,0.9116607587500442,20,20,0,1.0,0.0073,0.993,1.0,88.0,5.3e3,1.0,0.8527056871150923,0.42,%{cpu_percent: 45.0; memory_mb: 512},857500,12000,3,5,20,civ_adapt_gen24,0,100.0,0.05
25,2026-06-30T15:20:02.088000Z,6,200,10,10,6,0,10.0,0.8006947528499095,20,20,0,1.0,0.0096,0.99,1.0,87.51,5.3e3,1.0,0.8422975074698071,0.425,%{cpu_percent: 45.0; memory_mb: 512},845500,12000,3,4,20,civ_adapt_gen25,0,100.0,0.05
26,2026-06-30T15:20:02.103000Z,7,200,10,10,6,0,10.0,0.8980632632102599,20,20,0,1.0,0.0068,0.993,1.0,86.02,5.3e3,1.0,0.8108785448074134,0.43,%{cpu_percent: 45.0; memory_mb: 512},833500,12000,3,4,20,civ_adapt_gen26,0,100.0,0.05
27,2026-06-30T15:20:02.118000Z,7,200,10,10,6,0,10.0,0.89197811092937,20,20,0,1.0,0.0085,0.992,1.0,85.62,5.3e3,1.0,0.8024874789302103,0.435,%{cpu_percent: 45.0; memory_mb: 512},821500,12000,3,8,20,civ_adapt_gen27,0,100.0,0.05
28,2026-06-30T15:20:02.138000Z,5,200,10,10,6,0,10.0,0.896955523538418,20,20,0,1.0,0.007,0.993,1.0,82.16,5.3e3,1.0,0.7296914304190634,0.44,%{cpu_percent: 45.0; memory_mb: 512},809500,12000,3,7,20,civ_adapt_gen28,0,100.0,0.05
29,2026-06-30T15:20:02.166000Z,17,200,10,10,6,0,10.0,0.8691378727801865,20,20,0,1.0,0.0082,0.992,1.0,82.44,5.3e3,1.0,0.7355370443931392,0.445,%{cpu_percent: 45.0; memory_mb: 512},797500,12000,3,3,20,civ_adapt_gen29,0,100.0,0.05
30,2026-06-30T15:20:02.184000Z,12,200,10,10,6,0,10.0,0.9257859245591702,20,20,0,1.0,0.0093,0.991,1.0,86.7,5.3e3,1.0,0.8253353989275558,0.45,%{cpu_percent: 45.0; memory_mb: 512},785500,12000,3,3,20,civ_adapt_gen30,0,100.0,0.05
31,2026-06-30T15:20:02.204000Z,4,200,10,10,6,0,10.0,0.8468992282007844,20,20,0,1.0,0.0061,0.994,1.0,83.66,5.3e3,1.0,0.7611686490675595,0.455,%{cpu_percent: 45.0; memory_mb: 512},773500,12000,3,4,20,civ_adapt_gen31,0,100.0,0.05
32,2026-06-30T15:20:02.218000Z,4,200,10,10,6,0,10.0,0.8003767033881505,20,20,0,1.0,0.0092,0.991,1.0,83.11,5.3e3,1.0,0.7497557952886044,0.46,%{cpu_percent: 45.0; memory_mb: 512},761500,12000,3,6,20,civ_adapt_gen32,0,100.0,0.05
33,2026-06-30T15:20:02.236000Z,4,200,10,10,6,0,10.0,0.8873231113757845,20,20,0,1.0,0.0071,0.993,1.0,87.45,5.3e3,1.0,0.8410264571566795,0.465,%{cpu_percent: 45.0; memory_mb: 512},749500,12000,3,3,20,civ_adapt_gen33,0,100.0,0.05
34,2026-06-30T15:20:02.250000Z,5,200,10,10,6,0,10.0,0.8982358777229801,20,20,0,1.0,0.006,0.994,1.0,86.12,5.3e3,1.0,0.813096928173072,0.47,%{cpu_percent: 45.0; memory_mb: 512},737500,12000,3,6,20,civ_adapt_gen34,0,100.0,0.05
