generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:21:56.053000Z,2,200,10,10,6,0,10.0,0.8102590946391269,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7557341556530972,0.305,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen1,0,100.0,0.05
2,2026-06-30T15:21:56.061000Z,3,200,10,10,6,0,10.0,0.93954572470321,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.820870842694981,0.31,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen2,0,100.0,0.05
3,2026-06-30T15:21:56.084000Z,2,200,10,10,6,0,10.0,0.8333894284325828,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7705375402749433,0.315,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen3,0,100.0,0.05
4,2026-06-30T15:21:56.107000Z,7,200,10,10,6,0,10.0,0.8057666352204218,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8580156469008311,0.32,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen4,0,100.0,0.05
5,2026-06-30T15:21:56.125000Z,2,200,10,10,6,0,10.0,0.8385032204174823,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.743203585044917,0.325,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen5,0,100.0,0.05
6,2026-06-30T15:21:56.154000Z,5,200,10,10,6,0,10.0,0.8819397181450438,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7748944884017588,0.33,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen6,0,100.0,0.05
7,2026-06-30T15:21:56.169000Z,4,200,10,10,6,0,10.0,0.9126774859013809,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7487861637642604,0.335,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen7,0,100.0,0.05
8,2026-06-30T15:21:56.198000Z,2,200,10,10,6,0,10.0,0.8569139120528522,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8066336717798027,0.34,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen8,0,100.0,0.05
9,2026-06-30T15:21:56.221000Z,4,200,10,10,6,0,10.0,0.9067356642865232,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7849694972542138,0.345,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen9,0,100.0,0.05
10,2026-06-30T15:21:56.240000Z,3,200,10,10,6,0,10.0,0.9400457531164862,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8207647590894119,0.35,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen10,0,100.0,0.05
11,2026-06-30T15:21:56.256000Z,3,200,10,10,6,0,10.0,0.9024287687484343,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7453861425108294,0.355,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen11,0,100.0,0.05
12,2026-06-30T15:21:56.277000Z,4,200,10,10,6,0,10.0,0.8085225043835058,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7462334646157252,0.36,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen12,0,100.0,0.05
13,2026-06-30T15:21:56.294000Z,1,200,10,10,6,0,10.0,0.8364215180737331,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8145376048237303,0.365,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen13,0,100.0,0.05
14,2026-06-30T15:21:56.322000Z,5,200,10,10,6,0,10.0,0.9066580380602646,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7940148773849611,0.37,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen14,0,100.0,0.05
