generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:22:51.131000Z,9,200,10,10,6,0,10.0,0.8757166791322539,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7305484084616325,0.305,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen1,0,100.0,0.05
2,2026-06-30T15:22:51.153000Z,4,200,10,10,6,0,10.0,0.9169100253023099,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7012393412606032,0.31,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen2,0,100.0,0.05
3,2026-06-30T15:22:51.171000Z,5,200,10,10,6,0,10.0,0.849001940345685,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7532818409763515,0.315,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen3,0,100.0,0.05
4,2026-06-30T15:22:51.199000Z,4,200,10,10,6,0,10.0,0.8984023143170554,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7884266819449314,0.32,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen4,0,100.0,0.05
5,2026-06-30T15:22:51.222000Z,4,200,10,10,6,0,10.0,0.9420467610804695,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7844306763994331,0.325,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen5,0,100.0,0.05
6,2026-06-30T15:22:51.250000Z,10,200,10,10,6,0,10.0,0.8691915958020788,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7500711402677251,0.33,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen6,0,100.0,0.05
7,2026-06-30T15:22:51.269000Z,4,200,10,10,6,0,10.0,0.8940843884657245,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7707233860793202,0.335,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen7,0,100.0,0.05
8,2026-06-30T15:22:51.297000Z,4,200,10,10,6,0,10.0,0.8922788224457541,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7122116563209043,0.34,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen8,0,100.0,0.05
9,2026-06-30T15:22:51.323000Z,7,200,10,10,6,0,10.0,0.8518931492005577,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7446255027597866,0.345,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen9,0,100.0,0.05
10,2026-06-30T15:22:51.344000Z,6,200,10,10,6,0,10.0,0.907232053292423,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8241443610867747,0.35,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen10,0,100.0,0.05
11,2026-06-30T15:22:51.363000Z,3,200,10,10,6,0,10.0,0.9386973626942132,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7657681999816501,0.355,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen11,0,100.0,0.05
12,2026-06-30T15:22:51.390000Z,5,200,10,10,6,0,10.0,0.8013766840657158,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8502926448935109,0.36,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen12,0,100.0,0.05
13,2026-06-30T15:22:51.424000Z,16,200,10,10,6,0,10.0,0.8098328249459482,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7167734944374442,0.365,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen13,0,100.0,0.05
14,2026-06-30T15:22:51.452000Z,5,200,10,10,6,0,10.0,0.8284605123342251,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8731297001345099,0.37,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen14,0,100.0,0.05
15,2026-06-30T15:22:51.474000Z,5,200,10,10,6,0,10.0,0.9485251446233129,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8396047149035357,0.375,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen15,0,100.0,0.05
16,2026-06-30T15:22:51.501000Z,5,200,10,10,6,0,10.0,0.9272139229808376,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8387088966279655,0.38,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen16,0,100.0,0.05
