generation_number,timestamp,execution_duration_ms,episodes_created,discoveries_made,theories_formed,unknowns_resolved,research_debt,research_velocity,replication_success_rate,adaptations_evaluated,adaptations_adopted,adaptations_rejected,adaptation_success_rate,prediction_accuracy,prediction_calibration,prediction_reliability,civilization_adaptation_index,scientific_capital,institution_diversity,method_diversity,collaboration_density,resource_utilization,budget_remaining,credits_spent,canonical_transaction_count,stage3_results_count,stage4_results_count,stage5_result_id,constitutional_violations,lifecycle_completeness_pct,rollback_frequency
1,2026-06-30T15:21:23.102000Z,42,200,10,10,6,0,10.0,0.8608662957176421,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8042907352854605,0.305,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen1,0,100.0,0.05
2,2026-06-30T15:21:25.720000Z,405,200,10,10,6,0,10.0,0.8890015427344597,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8846962708420958,0.31,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen2,0,100.0,0.05
3,2026-06-30T15:21:31.314000Z,259,200,10,10,6,0,10.0,0.9405226621008667,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8021339857778245,0.315,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen3,0,100.0,0.05
4,2026-06-30T15:21:31.587000Z,41,200,10,10,6,0,10.0,0.9360825886075311,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7707967470895617,0.32,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen4,0,100.0,0.05
5,2026-06-30T15:21:31.741000Z,14,200,10,10,6,0,10.0,0.8995162660576208,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7786103274864551,0.325,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen5,0,100.0,0.05
6,2026-06-30T15:21:31.838000Z,31,200,10,10,6,0,10.0,0.8929046756781616,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8556897397029213,0.33,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen6,0,100.0,0.05
7,2026-06-30T15:21:31.939000Z,31,200,10,10,6,0,10.0,0.9259158068222015,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7148918252860844,0.335,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen7,0,100.0,0.05
8,2026-06-30T15:21:32.084000Z,61,200,10,10,6,0,10.0,0.8805301342892878,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7046564702018601,0.34,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen8,0,100.0,0.05
9,2026-06-30T15:21:33.006000Z,690,200,10,10,6,0,10.0,0.9374249478231481,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.8342492924341448,0.345,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen9,0,100.0,0.05
10,2026-06-30T15:21:33.257000Z,25,200,10,10,6,0,10.0,0.8630568435019094,0,0,0,0.0,,,,0.0,1.3e3,0.0,0.7832910415331273,0.35,%{cpu_percent: 45.0; memory_mb: 512},1000000,0,3,0,0,static_gen10,0,100.0,0.05
